term	first_stage	exact_hit	lower_hit	is_illegible	dict_candidates	matcher_candidates	uuid_overlap	max_frequency
V. A. Hospital in Miles City	unmatched	False	False	False	0	0	0	0
V2.	unmatched	False	False	False	0	0	0	0
VA	mnt	True	True	False	2	21	1	2690
VT	mnt	True	True	False	1	6	1	855
Va	mnt	True	True	False	2	21	1	2690
Va.	mnt	True	True	False	1	21	1	1114
Vajont Dam disaster	unmatched	False	False	False	0	0	0	0
Valdosta	mnt	True	True	False	2	3	2	22
Valle 202	unmatched	False	False	False	0	0	0	0
Valley Methodist Church	unmatched	False	False	False	0	0	0	0
Valley View Home	mnt	True	True	False	1	1	1	1
Valley View Terrace	mnt	True	True	False	1	1	1	1
Valmeyer	mnt	True	True	False	1	1	1	9
Valparaiso	mnt	True	True	False	6	5	4	35
Van Buren County	mnt	False	False	False	0	1	0	0
Van Duyn Center for Rehabilitation and Nursing in Syracuse	unmatched	False	False	False	0	0	0	0
Vance air force base hospital	unmatched	False	False	False	0	0	0	0
Vancouver	mnt	True	True	False	2	2	2	54
Vanderarift	spelling	False	False	False	0	1	0	0
Vandergrift Heights	mnt	True	True	False	1	1	1	3
Vanderlieth Living Center	unmatched	False	False	False	0	0	0	0
Vanport	mnt	True	True	False	1	1	1	10
Varade Street	unmatched	False	False	False	0	0	0	0
Varreberg	unmatched	False	False	False	0	0	0	0
Vatican Palace	unmatched	False	False	False	0	0	0	0
Ven dome hotel	unmatched	False	False	False	0	0	0	0
Venango County	mnt	False	False	False	0	2	0	0
Venice	mnt	True	True	False	18	20	15	14
Venice Beach boardwalk	unmatched	False	False	False	0	0	0	0
Venice Gardens	mnt	True	True	False	1	1	1	1
Venice Memorial Hospital	unmatched	False	False	False	0	0	0	0
Ventua	spelling	False	False	False	0	6	0	0
Ventura	mnt	True	True	False	6	8	6	164
Ventura County	mnt	False	False	False	0	3	0	0
Verdun	mnt	True	True	False	6	13	5	6
Verlor	spelling	False	False	False	0	2	0	0
Vermont	mnt	True	True	False	8	10	5	4204
Verna neighborhood	transform	False	False	False	0	69	0	0
Vernon	mnt	True	True	False	63	65	58	174
Verona	mnt	True	True	False	27	39	26	21
Versailles	mnt	True	True	False	14	15	13	18
Veterans Administration Hospital at Houston	unmatched	False	False	False	0	0	0	0
Veterans Affairs hospital	unmatched	False	False	False	0	0	0	0
Veterans hospital	unmatched	False	True	False	1	0	0	1
Veterans hospital at Legion	unmatched	False	False	False	0	0	0	0
Vicarage	mnt	True	True	False	1	1	1	1
Vicksburg	mnt	True	True	False	12	15	12	31
Victor	mnt	True	True	False	29	41	27	13
Victoria	mnt	True	True	False	44	46	36	257
Vienna	mnt	True	True	False	29	29	25	24
Vietnam	mnt	True	True	False	2	2	2	115
Vigo County	mnt	False	False	False	0	1	0	0
Villa Flectra Clinic	unmatched	False	False	False	0	0	0	0
Village	mnt	True	True	False	6	5	4	19
Village of Blabon	spelling	False	False	False	0	3	0	0
Village of Larchmont	spelling	False	False	False	0	1	0	0
Village of Neid	unmatched	False	False	False	0	0	0	0
Vincennes	mnt	True	True	False	4	4	4	40
Vincent cafe	unmatched	False	False	False	0	0	0	0
Vine yard	spelling	False	False	False	0	10	0	0
Vineyard ranch	unmatched	False	False	False	0	0	0	0
Vining Congregational Church	unmatched	False	False	False	0	0	0	0
Virginia	mnt	True	True	False	27	22	17	20295
Virginia City	mnt	True	True	False	4	4	4	10
Virginia Dare resort	unmatched	False	False	False	0	0	0	0
Virginia Legislature	unmatched	False	False	False	0	0	0	0
Virginiaars	unmatched	False	False	False	0	0	0	0
Virtua Health Memorial Hospital	unmatched	False	False	False	0	0	0	0
Vitlo WaAytng	unmatched	False	False	False	0	0	0	0
Vivenant	unmatched	False	False	False	0	0	0	0
Voorheesville	mnt	True	True	False	1	1	1	9
Voorheesville road	unmatched	False	False	False	0	0	0	0
Vopnafirdi	mnt	True	True	False	1	1	1	1
Vorster	spelling	False	False	False	0	3	0	0
Vrove	spelling	False	False	False	0	32	0	0
Vt	mnt	True	True	False	1	6	1	855
Vt.	mnt	True	True	False	1	6	1	8
W	unmatched	False	False	True	0	0	0	0
W.	unmatched	False	False	False	0	0	0	0
W. St. Paul	unmatched	True	True	False	1	0	0	1
W. Va	mnt	True	True	False	1	1	1	1
W. Va.	mnt	True	True	False	1	1	1	1
W. Va. 16 at Dixie	unmatched	False	False	False	0	0	0	0
W.C.A. Hospital	unmatched	False	False	False	0	0	0	0
W.Va	mnt	True	True	False	1	1	1	1
W.Va.	mnt	True	True	False	1	1	1	1
W.va.	mnt	False	True	False	1	1	1	1
WALKERS CLEANERS	unmatched	False	False	False	0	0	0	0
WI	mnt	True	True	False	1	3	1	2663
WI.	mnt	True	True	False	1	3	1	24
WM Moss Ave	unmatched	False	False	False	0	0	0	0
WV-62 about one mile north of Buffalo	unmatched	False	False	False	0	0	0	0
Wa.	mnt	True	True	False	1	320	1	44
Wabash	mnt	True	True	False	17	20	17	124
Waco	mnt	True	True	False	13	13	13	70
Wadsworth	mnt	True	True	False	13	16	12	45
Waerox	unmatched	False	False	False	0	0	0	0
Wagga	mnt	True	True	False	1	2	1	2
Wahatoa	unmatched	False	False	False	0	0	0	0
Wailerawunge road	unmatched	False	False	False	0	0	0	0
Waiting Room	unmatched	False	False	False	0	0	0	0
Wakefield	mnt	True	True	False	32	36	25	353
Walcott	mnt	True	True	False	12	26	12	8
Wales	mnt	True	True	False	20	38	16	1035
Walker Township	transform	False	False	False	0	33	0	0
Walla Walla	mnt	True	True	False	4	5	4	128
Wallingford	mnt	True	True	False	10	8	8	104
Wallington	mnt	True	True	False	9	70	7	17
Walnut	mnt	True	True	False	50	45	44	16
Walnut Avenue and Coll Street	unmatched	False	False	False	0	0	0	0
Walnut Cove	mnt	True	True	False	2	2	2	13
Walnut Creek	mnt	True	True	False	10	10	10	20
Walthorpe Funeral Chapel	unmatched	False	False	False	0	0	0	0
Walton	mnt	True	True	False	48	155	34	114
Wamac	mnt	True	True	False	1	5	1	5
Wandlig	unmatched	False	False	False	0	0	0	0
Wantona	unmatched	False	False	False	0	0	0	0
Wapakoneta	mnt	True	True	False	1	1	1	23
Wapello County	mnt	False	False	False	0	5	0	0
Wapsinicon river	unmatched	False	False	False	0	0	0	0
War zone C northwest of Saigon	unmatched	False	False	False	0	0	0	0
Warathh Bloxgital	unmatched	False	False	False	0	0	0	0
Wardner Russells sugar mill	unmatched	False	False	False	0	0	0	0
Wardville	mnt	True	True	False	3	7	3	5
Wareham	mnt	True	True	False	4	8	2	75
Warleigh	mnt	True	True	False	1	6	1	1
Warren	mnt	True	True	False	85	95	76	223
Warren Air Force Base	unmatched	False	False	False	0	0	0	0
Warren County	transform	False	False	False	0	31	0	0
Warren General Hospital	mnt	False	False	False	0	1	0	0
Warren residence	unmatched	False	False	False	0	0	0	0
Warrensburg	mnt	True	True	False	6	5	5	19
Warrensburg State Teachers College	unmatched	False	False	False	0	0	0	0
Warrenton	mnt	True	True	False	14	17	14	23
Warrington United Methodist Church	unmatched	False	False	False	0	0	0	0
Warriors Mark valley (old Trimble homestead)	unmatched	False	False	False	0	0	0	0
Wash	mnt	True	True	False	24	321	24	265
Wash street	spelling	False	False	False	0	3	0	0
Wash.	mnt	True	True	False	2	321	2	332
Washington	mnt	True	True	False	351	326	320	11847
Washington County	transform	True	True	False	1	34	0	1
Washington County Hospital	mnt	True	True	False	1	1	0	3
Washington County near State Line	unmatched	False	False	False	0	0	0	0
Washington St.	unmatched	False	False	False	0	0	0	0
Washington Township	transform	True	True	False	1	248	0	1
Washington coun	unmatched	False	False	False	0	0	0	0
Washington county	transform	False	True	False	1	34	0	1
Washington suburbs	unmatched	False	False	False	0	0	0	0
Washington township near Ewing	unmatched	False	False	False	0	0	0	0
Washingtonville	mnt	True	True	False	3	3	3	11
Washington|Pennsylvania	unmatched	False	False	False	0	0	0	0
Washtenaw	mnt	True	True	False	1	1	1	204
Watauga County	transform	False	False	False	0	3	0	0
Waterloo	mnt	True	True	False	45	51	42	64
Watertown	mnt	True	True	False	17	23	16	104
Watseka	mnt	True	True	False	1	1	1	17
Watson	mnt	True	True	False	30	45	30	9
Waukegan	mnt	True	True	False	3	4	3	51
Waukesha	mnt	True	True	False	2	2	2	177
Waukesha County	transform	False	False	False	0	1	0	0
Waushara County	transform	False	False	False	0	1	0	0
Wawanesa	mnt	True	True	False	1	1	1	3
Wawanesa United Church	unmatched	False	False	False	0	0	0	0
Waymesboro	spelling	False	False	False	0	6	0	0
Wayne	mnt	True	True	False	102	131	97	573
Wayne County	transform	False	False	False	0	49	0	0
Wayne Hospital	unmatched	False	False	False	0	0	0	0
Waynesboro	mnt	True	True	False	7	6	6	44
Waynesville	mnt	True	True	False	7	29	7	25
Weat Newbury	spelling	False	False	False	0	2	0	0
Weatherford	mnt	True	True	False	3	3	3	25
Weatherford Highway in Fort Worth	unmatched	False	False	False	0	0	0	0
Webb City	mnt	True	True	False	3	3	3	18
Weber County	transform	False	False	False	0	18	0	0
Webster County	transform	False	False	False	0	7	0	0
Wecheptonets	unmatched	False	False	False	0	0	0	0
Wedding Gazebo at Disneys Yacht Club in Walt Disney World	unmatched	False	False	False	0	0	0	0
Weechdale Road	unmatched	False	False	False	0	0	0	0
Weepawa	spelling	False	False	False	0	2	0	0
Weepawa United Church parsonage	unmatched	False	False	False	0	0	0	0
Weerford	spelling	False	False	False	0	2	0	0
Weight township	spelling	False	False	False	0	32	0	0
Weigis	unmatched	False	False	False	0	0	0	0
Weingell	unmatched	False	False	False	0	0	0	0
Weirton	mnt	True	True	False	1	3	1	48
Weka Street	unmatched	False	False	False	0	0	0	0
Wellclose Square lodginghouse	unmatched	False	False	False	0	0	0	0
Wellesley Hills	mnt	True	True	False	1	1	1	9
Wellington	mnt	True	True	False	47	74	41	94
Wellington Street	unmatched	False	False	False	0	0	0	0
Wellington public hospital	unmatched	False	False	False	0	0	0	0
Wells Tannery	mnt	True	True	False	1	1	1	6
Wellsboro	mnt	True	True	False	3	4	3	22
Wellsburg	mnt	True	True	False	7	11	6	29
Wellsville	mnt	True	True	False	11	15	11	22
Welona hospital	unmatched	False	False	False	0	0	0	0
Wendling	mnt	True	True	False	2	2	2	6
Wenona	mnt	True	True	False	4	36	4	13
Wergen Beach	spelling	False	False	False	0	1	0	0
Wesley Bailey	unmatched	False	False	False	0	0	0	0
Wesleyan Arms Inc.	unmatched	False	False	False	0	0	0	0
Wesleyan Methodist parsonage	unmatched	False	False	False	0	0	0	0
West 15th St.	unmatched	False	False	False	0	0	0	0
West 5th street	unmatched	False	False	False	0	0	0	0
West Burlington	mnt	True	True	False	4	4	4	10
West Burlington Church	unmatched	False	False	False	0	0	0	0
West Central Community Hospital in Clinton	unmatched	False	False	False	0	0	0	0
West Clark street	unmatched	False	False	False	0	0	0	0
West Des Moines	mnt	True	True	False	2	2	2	8
West End	mnt	True	True	False	23	68	21	6
West Falls	mnt	True	True	False	2	2	2	7
West Germany	mnt	True	True	False	1	1	1	1
West Grand street	unmatched	False	False	False	0	0	0	0
West Hanover plant of National Fireworks	unmatched	False	False	False	0	0	0	0
West Huntington	mnt	True	True	False	1	2	1	2
West Jefferson	mnt	True	True	False	5	5	5	12
West Liberty	mnt	True	True	False	12	10	10	13
West Main Street	unmatched	False	False	False	0	0	0	0
West Monroe	mnt	True	True	False	3	3	3	19
West Monter ay	unmatched	False	False	False	0	0	0	0
West Newbury	mnt	True	True	False	2	2	2	11
West Palm Beach	mnt	True	True	False	1	1	1	31
West Paum Beach	spelling	False	False	False	0	1	0	0
West Perth	mnt	True	True	False	1	3	1	2
West Philadelphia	mnt	True	True	False	3	3	3	5
West Point	mnt	True	True	False	29	30	28	25
West Riding of Yorkshire	mnt	False	False	False	0	1	0	0
West Side	mnt	True	True	False	16	17	6	7
West Side Methodist Episcopal church	unmatched	False	False	False	0	0	0	0
West Side apartment?	unmatched	False	False	False	0	0	0	0
West Simsbury	mnt	True	True	False	1	1	1	8
West Spring Street	unmatched	False	False	False	0	0	0	0
West Texas	mnt	False	False	False	0	1	0	0
West Union	mnt	True	True	False	12	12	12	26
West Virginia	mnt	True	True	False	4	2	2	15446
West Whitehall Street	unmatched	False	False	False	0	0	0	0
Westchester County	mnt	False	False	False	0	8	0	0
Western Australia	mnt	True	True	False	1	1	1	4
Western Pike near Clear Spring	unmatched	False	False	False	0	0	0	0
Western part of the township of Freeborn	unmatched	False	False	False	0	0	0	0
Westerzoland	unmatched	False	False	False	0	0	0	0
Westgate Plaza	unmatched	False	False	False	0	0	0	0
Westminster	mnt	True	True	False	21	20	17	331
Westminster Presbyterian Church	unmatched	False	False	False	0	0	0	0
Weston	mnt	True	True	False	60	83	47	39
Westover	mnt	True	True	False	16	16	16	7
Westphalia	mnt	True	True	False	8	8	8	11
Westport	mnt	True	True	False	30	31	28	73
Westside Care	unmatched	False	False	False	0	0	0	0
Westside Hospital	unmatched	False	False	False	0	0	0	0
Westward Apts.	unmatched	False	False	False	0	0	0	0
Westwood Park	mnt	True	True	False	3	4	3	1
Wexford County	transform	False	False	False	0	13	0	0
Weyers Cave	mnt	True	True	False	1	1	1	7
Weymouth river	unmatched	False	False	False	0	0	0	0
What Cheer	mnt	True	True	False	1	1	1	12
Wheatfields	mnt	True	True	False	2	11	2	3
Wheatland Center	mnt	True	True	False	1	1	1	1
Whisky Slough	unmatched	False	False	False	0	0	0	0
White Co. hospital	unmatched	False	False	False	0	0	0	0
White County	transform	False	False	False	0	19	0	0
White Creek	mnt	True	True	False	4	5	4	8
White Mortuary	unmatched	False	False	False	0	0	0	0
White Sulphur Springs Methodist Church	unmatched	False	False	False	0	0	0	0
Whitehall	mnt	True	True	False	24	45	22	19
Whiteside county	transform	False	False	False	0	1	0	0
Whiteside neighborhood	transform	False	False	False	0	8	0	0
Whiteville	mnt	True	True	False	13	23	11	17
Whitewater	mnt	True	True	False	14	18	14	21
Whitewater General hospital	unmatched	False	False	False	0	0	0	0
Whitlier	spelling	False	False	False	0	8	0	0
Whitter Hill Sanitorum	unmatched	False	False	False	0	0	0	0
Wig land	spelling	False	False	False	0	1	0	0
Wilcox premises	unmatched	False	False	False	0	0	0	0
Wilder	mnt	True	True	False	10	24	9	6
Wilkin County road east of center	unmatched	False	False	False	0	0	0	0
Will County	transform	False	False	False	0	1	0	0
Willamette River	unmatched	False	False	False	0	0	0	0
Willamneton	unmatched	False	False	False	0	0	0	0
William H. Coleman Hospital	unmatched	False	False	False	0	0	0	0
Williamsburg	mnt	True	True	False	33	33	32	195
Williamsburg R.D.	transform	False	False	False	0	33	0	0
Williamson County	mnt	False	False	False	0	6	0	0
Williamson County Courthouse	unmatched	False	False	False	0	0	0	0
Williamsport	mnt	True	True	False	10	10	10	115
Willoughby	mnt	True	True	False	12	11	9	23
Willow Flowage	unmatched	False	False	False	0	0	0	0
Willow Gardens care facility	unmatched	False	False	False	0	0	0	0
Willowick	mnt	True	True	False	1	2	1	10
Wilmington	mnt	True	True	False	26	38	23	106
Wilms	spelling	False	False	False	0	11	0	0
Wilson Funeral	unmatched	False	False	False	0	0	0	0
Wiltshire	mnt	True	True	False	8	12	6	1968
Winaman	spelling	False	False	False	0	1	0	0
Winchester	mnt	True	True	False	39	38	34	183
Windham County	mnt	False	False	False	0	12	0	0
Windsor	mnt	True	True	False	51	56	46	268
Windsor Place	mnt	True	True	False	3	3	3	1
Windsor township	transform	False	False	False	0	16	0	0
Windsoryood	unmatched	False	False	False	0	0	0	0
Winfred Cornett	unmatched	False	False	False	0	0	0	0
Wingate of Andover	unmatched	False	False	False	0	0	0	0
Winlaton	mnt	False	True	False	1	2	1	57
Winnemuces	unmatched	False	False	False	0	0	0	0
Winner and Sterling	unmatched	False	False	False	0	0	0	0
Winnesheik County	mnt	False	False	False	0	2	0	0
Winneshiek County	mnt	False	False	False	0	1	0	0
Winneshiek county	mnt	False	False	False	0	1	0	0
Winnetka	mnt	True	True	False	2	3	2	13
Winnipeg	mnt	True	True	False	4	3	3	102
Winnipeg District	transform	False	False	False	0	3	0	0
Winnipeg?	spelling	False	False	False	0	3	0	0
Winona	mnt	True	True	False	21	27	21	183
Winseon hospital	unmatched	False	False	False	0	0	0	0
Winterthur (near Wilmington)	unmatched	False	False	False	0	0	0	0
Wir.	unmatched	False	False	False	0	0	0	0
Wis	mnt	True	True	False	1	3	1	596
Wis.	mnt	True	True	False	1	3	1	494
Wisconsin	mnt	True	True	False	11	3	3	14515
Wisconsin 23 between Princeton and Green Lake	unmatched	False	False	False	0	0	0	0
Wise County	transform	False	False	False	0	2	0	0
Wise River	mnt	True	True	False	1	1	1	4
Withee	mnt	True	True	False	1	2	1	9
Witkentown	unmatched	False	False	False	0	0	0	0
Woburn	mnt	True	True	False	6	15	4	91
Wol fwye	unmatched	False	False	False	0	0	0	0
Wolfes Corners	spelling	False	False	False	0	1	0	0
Wollongong	mnt	True	True	False	1	1	1	4
Wood	mnt	True	True	False	23	23	21	343
Wood River	mnt	True	True	False	7	9	7	24
Wood lawn Hospital in Rochester	unmatched	False	False	False	0	0	0	0
Woodard	mnt	True	True	False	2	19	2	3
Woodbury Twp.	transform	False	False	False	0	17	0	0
Woodcliff	mnt	True	True	False	3	4	3	4
Woodeide	spelling	False	False	False	0	38	0	0
Woodland Drive	unmatched	False	False	False	0	0	0	0
Woodland Park	mnt	True	True	False	18	19	18	10
Woodlawn Convalescent Home	mnt	True	True	False	1	1	1	1
Woodpecker	unmatched	False	False	False	0	0	0	0
Woodruff school	unmatched	False	False	False	0	0	0	0
Woodward	mnt	True	True	False	16	21	15	68
Woodworth Lake	unmatched	False	False	False	0	0	0	0
Woolferta Roost	unmatched	False	False	False	0	0	0	0
Woolton	mnt	True	True	False	2	17	2	68
Woosterville	spelling	False	False	False	0	3	0	0
Worcester	mnt	True	True	False	14	13	12	918
Worcester Memorial hospital	unmatched	False	False	False	0	0	0	0
Work House	unmatched	False	False	False	0	0	0	0
Worl Hollis rd	unmatched	False	False	False	0	0	0	0
Worster	mnt	True	True	False	1	10	1	2
Worth	mnt	True	True	False	26	48	22	84
Worth Homes	unmatched	False	False	False	0	0	0	0
Worthy Hotel on Quarrier St.	unmatched	False	False	False	0	0	0	0
Wright City	mnt	True	True	False	3	3	3	8
Wright City Methodist Church	unmatched	False	False	False	0	0	0	0
Wright County	mnt	False	False	False	0	15	0	0
Wschel	unmatched	False	False	False	0	0	0	0
Wyanbah Station	unmatched	False	False	False	0	0	0	0
Wyandot County	transform	False	False	False	0	1	0	0
Wye	mnt	True	True	False	4	5	4	34
Wyes	unmatched	False	False	False	0	0	0	0
Wyevville	spelling	False	False	False	0	1	0	0
Wyndham	mnt	True	True	False	1	17	1	1
Wyo.	mnt	True	True	False	1	25	1	3
Wyoming	mnt	True	True	False	29	25	24	2684
Xavier Hospital	unmatched	False	False	False	0	0	0	0
Xenia	mnt	True	True	False	6	12	6	43
YEDAR RAPIDS	spelling	False	False	False	0	3	0	0
Ya.	unmatched	False	False	False	0	0	0	0
Yaagow	unmatched	False	False	False	0	0	0	0
Yale medical complex	unmatched	False	False	False	0	0	0	0
Yalo county superior court	unmatched	False	False	False	0	0	0	0
Yardley	mnt	True	True	False	5	11	3	153
Yazoo county	mnt	False	False	False	0	2	0	0
Yeadon	mnt	True	True	False	2	6	2	43
Yellow Springs	mnt	True	True	False	6	6	6	10
Yellowstone county	transform	False	False	False	0	1	0	0
Yoder	mnt	True	True	False	8	10	8	6
Yolo	mnt	True	True	False	3	3	3	112
Yolo County	mnt	False	False	False	0	1	0	0
Yonkers	mnt	True	True	False	4	5	4	76
York	mnt	True	True	False	87	68	66	725
York County	mnt	False	False	False	0	1	0	0
York county	mnt	False	False	False	0	1	0	0
York township	transform	False	True	False	1	28	0	1
Yorkshire	mnt	True	True	False	22	11	11	160
Youngs Motel	unmatched	False	False	False	0	0	0	0
Youngstown	mnt	True	True	False	14	23	14	132
Youngsville	mnt	True	True	False	8	10	8	12
Youngwood	mnt	True	True	False	2	3	2	13
Ysleta	mnt	True	True	False	1	4	1	8
Yukon River near Mountain Village	unmatched	False	False	False	0	0	0	0
Yuma	mnt	True	True	False	12	9	9	96
Yuma County	transform	False	False	False	0	2	0	0
Yumbolt Hospital	unmatched	False	False	False	0	0	0	0
ZUMBLOTA	spelling	False	False	False	0	2	0	0
Ziekenhuis van Reesstraat 12 Soerabain	unmatched	False	False	False	0	0	0	0
Zierikzee	mnt	True	True	False	1	1	1	2
Zion Nursing Home	unmatched	False	False	False	0	0	0	0
Zion Tabernacle	unmatched	False	False	False	0	0	0	0
"[""Saint Ann"""	unmatched	False	False	False	0	0	0	0
[Xenia	spelling	False	False	False	0	7	0	0
a city street in York	unmatched	False	False	False	0	0	0	0
a county highway near Louisville	unmatched	False	False	False	0	0	0	0
a farm near Terre Haute	unmatched	False	False	False	0	0	0	0
a farm near town	unmatched	False	False	False	0	0	0	0
a farm one mile south of Mendota	unmatched	False	False	False	0	0	0	0
a hospital in Atlanta	unmatched	False	False	False	0	0	0	0
a point between New Bern and Minnesota Beach	unmatched	False	False	False	0	0	0	0
a road 2.5 miles north of Washington	unmatched	False	False	False	0	0	0	0
a rural road about one mile north of Shelby	unmatched	False	False	False	0	0	0	0
a rural town in the Yucatan peninsula	unmatched	False	False	False	0	0	0	0
a small theater on North avenue	unmatched	False	False	False	0	0	0	0
a suburb	unmatched	False	False	False	0	0	0	0
a suburb of Paris	unmatched	False	False	False	0	0	0	0
a white mansion overlooking the Sunset Strip	unmatched	False	False	False	0	0	0	0
a.	unmatched	False	False	False	0	0	0	0
abandoned summer cottage near Reels Corner	unmatched	False	False	False	0	0	0	0
aboard the steamer Prospector	unmatched	False	False	False	0	0	0	0
aboard the yacht of F. Creigh Nelson	unmatched	False	False	False	0	0	0	0
about 12 miles east of Sulphur Springs	unmatched	False	False	False	0	0	0	0
about 12 miles southwest of Sullivan	unmatched	False	False	False	0	0	0	0
about 23 miles east of Pecos	unmatched	False	False	False	0	0	0	0
about three miles east of Commerce	unmatched	False	False	False	0	0	0	0
about three miles west of Lancaster	unmatched	False	False	False	0	0	0	0
about two miles north of Cecil	unmatched	False	False	False	0	0	0	0
accident scene near Bentonville	unmatched	False	False	False	0	0	0	0
accident scene near intersection of U.S. 281 and Farm Market Road 1177	unmatched	False	False	False	0	0	0	0
afd.	unmatched	False	False	False	0	0	0	0
ailwerleardia hospital	unmatched	False	False	False	0	0	0	0
alley at the rear of the Clinton Trust Company building	unmatched	False	False	False	0	0	0	0
along Ind. 46 at the northwest edge of Riley	unmatched	False	False	False	0	0	0	0
along State Route 67	unmatched	False	False	False	0	0	0	0
along a Joliet area country road	unmatched	False	False	False	0	0	0	0
along a county road near here	unmatched	False	False	False	0	0	0	0
along the Belke Vernon Fayette City pike	unmatched	False	False	False	0	0	0	0
along the highway at Sandy Hill church on the New Salem road	unmatched	False	False	False	0	0	0	0
altar at St. Elizabeth's Catholic Church	unmatched	False	False	False	0	0	0	0
anesville	spelling	False	False	False	0	29	0	0
apartment at 14 W California	unmatched	False	False	False	0	0	0	0
apartment at 2651 Sixteenth Street N.W.	unmatched	False	False	False	0	0	0	0
apartment at 4 East 66th st	unmatched	False	False	False	0	0	0	0
apartment building near her home on Portland Ave	unmatched	False	False	False	0	0	0	0
apartment in the C. C. Williams home	unmatched	False	False	False	0	0	0	0
apartments	unmatched	False	False	False	0	0	0	0
at 421 N. Baxter St	unmatched	False	False	False	0	0	0	0
at Carthage	unmatched	False	False	False	0	0	0	0
at Wooxley	unmatched	False	False	False	0	0	0	0
at her home	unmatched	False	False	False	0	0	0	0
at her home (717 Court Street)	unmatched	False	False	False	0	0	0	0
at his home	unmatched	False	False	False	0	0	0	0
at his home in Arengt	unmatched	False	False	False	0	0	0	0
at his home near Clay City	unmatched	False	False	False	0	0	0	0
at his home on Salisbury Street	unmatched	False	False	False	0	0	0	0
at his residence	unmatched	False	False	False	0	0	0	0
at home on Wheelersburg Rt. 3	unmatched	False	False	False	0	0	0	0
at residence near Teil Brook	unmatched	False	False	False	0	0	0	0
at residence of Mrs. Henry Bailey	unmatched	False	False	False	0	0	0	0
at the residence of George Herd	unmatched	False	False	False	0	0	0	0
at their home five miles north of Staunton	unmatched	False	False	False	0	0	0	0
back yard	unmatched	False	False	False	0	0	0	0
back yard at 8000 Pinckney Street	unmatched	False	False	False	0	0	0	0
backyard	unmatched	False	False	False	0	0	0	0
ballroom at Hotel 2400	unmatched	False	False	False	0	0	0	0
barn at the home of Miss Hattie Hardesty's father	unmatched	False	False	False	0	0	0	0
barn back of Mike Barts saloon	unmatched	False	False	False	0	0	0	0
barn beside Route 9	unmatched	False	False	False	0	0	0	0
barricaded home	unmatched	False	False	False	0	0	0	0
basement at No. 15 Leidesdorff street	unmatched	False	False	False	0	0	0	0
bath establishment at Bagnoles-de-l'Orne	unmatched	False	False	False	0	0	0	0
bath room of an apartment house in Unis city	unmatched	False	False	False	0	0	0	0
bathroom of a San Antonio hotel	unmatched	False	False	False	0	0	0	0
bathroom of a public transit bus in Francisco Escarcega	unmatched	False	False	False	0	0	0	0
bathroom of residence on East Fortieth street	unmatched	False	False	False	0	0	0	0
bean field near Chillicothe	unmatched	False	False	False	0	0	0	0
bedroom at an OU fraternity house	unmatched	False	False	False	0	0	0	0
bedroom of a house	unmatched	False	False	False	0	0	0	0
bedroom/bed	unmatched	False	False	False	0	0	0	0
behind an Orange Park nightclub	unmatched	False	False	False	0	0	0	0
behind and north of Gardner	unmatched	False	False	False	0	0	0	0
below the lower bridge in this place	unmatched	False	False	False	0	0	0	0
below the vinegar factory	unmatched	False	False	False	0	0	0	0
berland County	spelling	False	False	False	0	11	0	0
between Cook and Varet streets	unmatched	False	False	False	0	0	0	0
between Dover and Zearing	unmatched	False	False	False	0	0	0	0
between Eighteenth and Nineteenth Streets	unmatched	False	False	False	0	0	0	0
between Poplar and Lombard	unmatched	False	False	False	0	0	0	0
between Rainsboro and Boston	unmatched	False	False	False	0	0	0	0
between Richmond and Eaton	unmatched	False	False	False	0	0	0	0
between Saegertown and Venango	unmatched	False	False	False	0	0	0	0
between the jetties at the entrance of Fernandina harbor	unmatched	False	False	False	0	0	0	0
boarding house	unmatched	False	False	False	0	0	0	0
bride's home	unmatched	False	False	False	0	0	0	0
brushy area off Chesterfield Avenue	unmatched	False	False	False	0	0	0	0
bungalow	mnt	False	True	False	1	3	1	1
bush near Western Australia	unmatched	False	False	False	0	0	0	0
calle Peru 3135	unmatched	False	False	False	0	0	0	0
camp chapel at In diantown Gap Military Reservation	unmatched	False	False	False	0	0	0	0
capilla particular del Cardenal Martinelli	unmatched	False	False	False	0	0	0	0
carrying medical assistance to a sick miner	unmatched	False	False	False	0	0	0	0
cemetery at the M. BE. church	unmatched	False	False	False	0	0	0	0
central Huron County	unmatched	False	False	False	0	0	0	0
chantry of St Thomas Church	unmatched	False	False	False	0	0	0	0
chapel at Jekyl Island	unmatched	False	False	False	0	0	0	0
chapel of the Little Sisters of the Poor	unmatched	False	False	False	0	0	0	0
cistern under Levee in front of Bryan Bros mill	unmatched	False	False	False	0	0	0	0
city	mnt	True	True	False	8	1	1	46
city cemetery	mnt	False	True	False	2	1	1	1
city hall	unmatched	False	False	False	0	0	0	0
city of Sacramento	transform	False	False	False	0	6	0	0
city park	mnt	False	True	False	1	1	1	1
city police auto	unmatched	False	False	False	0	0	0	0
city square	unmatched	False	False	False	0	0	0	0
clinic in Rapallo	unmatched	False	False	False	0	0	0	0
columbus	mnt	False	True	False	35	29	28	179
commission merchants Muse	unmatched	False	False	False	0	0	0	0
community hall	unmatched	False	False	False	0	0	0	0
con. 2	unmatched	False	False	False	0	0	0	0
corn field on the Theo Best farm	unmatched	False	False	False	0	0	0	0
corner College Ave and Dickson street	unmatched	False	False	False	0	0	0	0
